province,district_number,diff,abs_diff,const_total,party_total,const_valid,const_invalid,const_blank,party_valid,party_invalid,party_blank,killernay_diff,const_drive_id,party_drive_id,const_url,party_url
ชัยภูมิ,3,0,0,80751,80751,75289,3742,1720,73106,5668,1977,0,1d_WSPp34LhBOzdOFgqvBL2l8S2frHpcO,1Brx0-sj9-1Zh0uGTuliR5GCqtTJVYHN8,https://drive.google.com/file/d/1d_WSPp34LhBOzdOFgqvBL2l8S2frHpcO/view,https://drive.google.com/file/d/1Brx0-sj9-1Zh0uGTuliR5GCqtTJVYHN8/view
ชัยภูมิ,4,0,0,76539,76539,72809,2736,994,70825,4413,1301,0,1ZLFiPya-SQa4sF4rHBg5maHyVNSl1cVb,18RG_JdaXbSTIUJ4XBI3-ZJo8X0YfK1cG,https://drive.google.com/file/d/1ZLFiPya-SQa4sF4rHBg5maHyVNSl1cVb/view,https://drive.google.com/file/d/18RG_JdaXbSTIUJ4XBI3-ZJo8X0YfK1cG/view
ชัยภูมิ,7,0,0,84732,84732,81542,2097,1093,78848,4399,1485,0,1zFzg9N8ch5fcFc87zpxhZJ6Bs7KbCARg,1lT4IC9SABxbKkDvbXKfWuBdrTipCOy7y,https://drive.google.com/file/d/1zFzg9N8ch5fcFc87zpxhZJ6Bs7KbCARg/view,https://drive.google.com/file/d/1lT4IC9SABxbKkDvbXKfWuBdrTipCOy7y/view
ตรัง,1,0,0,99277,99277,90521,2166,6590,93222,2612,3443,0,1Q1F0wnsM3knJdlwrj9qVfACFUyRRKU2y,1m8zkzIy2dQTolSGT2csl2cdKu-DyTTUs,https://drive.google.com/file/d/1Q1F0wnsM3knJdlwrj9qVfACFUyRRKU2y/view,https://drive.google.com/file/d/1m8zkzIy2dQTolSGT2csl2cdKu-DyTTUs/view
ตรัง,2,0,0,101194,101194,95121,2259,3814,95905,2944,2345,0,1ySBEX4zLuxtOgmriabNvdt9eAppbwEfA,1RnesNDG4UOHelHtTD5pyY2PTVHoZRtL3,https://drive.google.com/file/d/1ySBEX4zLuxtOgmriabNvdt9eAppbwEfA/view,https://drive.google.com/file/d/1RnesNDG4UOHelHtTD5pyY2PTVHoZRtL3/view
ตรัง,3,0,0,95235,95235,88101,2502,4632,89986,2813,2436,0,1Vhwsmt8VIVMt8TAcQyhXk6u2NLPoGpOZ,1YCDqit5ifppX1qBsBGOqQtvW8JMGCcX7,https://drive.google.com/file/d/1Vhwsmt8VIVMt8TAcQyhXk6u2NLPoGpOZ/view,https://drive.google.com/file/d/1YCDqit5ifppX1qBsBGOqQtvW8JMGCcX7/view
ตรัง,4,0,0,99517,99517,93671,2120,3726,94473,2891,2153,0,1av9wvnXH5jxyRGssfIAVZePZMYMbKIkF,1Dq-TqdX1PUGUFUC07yrrgH4UO2gkRCOT,https://drive.google.com/file/d/1av9wvnXH5jxyRGssfIAVZePZMYMbKIkF/view,https://drive.google.com/file/d/1Dq-TqdX1PUGUFUC07yrrgH4UO2gkRCOT/view
ตราด,1,0,0,125215,125215,115576,4562,5077,114946,6120,4149,0,1jz-0kVy9dA3AH5EAzo4iPBP0MpfwO1Gw,1rvAzvx4i5PFLNZvBolJascEq1CcNWoGo,https://drive.google.com/file/d/1jz-0kVy9dA3AH5EAzo4iPBP0MpfwO1Gw/view,https://drive.google.com/file/d/1rvAzvx4i5PFLNZvBolJascEq1CcNWoGo/view
ตาก,3,0,0,96512,96512,85954,7567,2991,87421,6786,2305,0,1KIoQKdn5e64suspSX-eAp5iWXNVeWSHl,1DIYLw1ohyhkPCJ5cQzXiTbUQ5tDXaBoq,https://drive.google.com/file/d/1KIoQKdn5e64suspSX-eAp5iWXNVeWSHl/view,https://drive.google.com/file/d/1DIYLw1ohyhkPCJ5cQzXiTbUQ5tDXaBoq/view
นครนายก,1,0,0,82830,82830,76781,2694,3355,74982,4579,3269,0,1CwSaIrN8aqGRbkJ6FzVTrnasSp0zJYQv,16ILdq5whcBbg6CSp4C0OGZCaWGhCzZ1D,https://drive.google.com/file/d/1CwSaIrN8aqGRbkJ6FzVTrnasSp0zJYQv/view,https://drive.google.com/file/d/16ILdq5whcBbg6CSp4C0OGZCaWGhCzZ1D/view
นครนายก,2,0,0,87699,87699,80797,3277,3625,79406,5064,3229,0,1NLKZCY9roqPgmSVUezIiZmTDi-4T210_,1rEHV4n5_MtFLUFkcQIV9Hmy1JkgvTllT,https://drive.google.com/file/d/1NLKZCY9roqPgmSVUezIiZmTDi-4T210_/view,https://drive.google.com/file/d/1rEHV4n5_MtFLUFkcQIV9Hmy1JkgvTllT/view
นครปฐม,1,0,0,104422,104422,95931,3661,4830,95758,4384,4280,0,1UmRDl0Jvn80w1JHRCNpE-dhsdZfe19iB,1TxvcDFbPiVS-FAHj48dsMnwsls1m8PZo,https://drive.google.com/file/d/1UmRDl0Jvn80w1JHRCNpE-dhsdZfe19iB/view,https://drive.google.com/file/d/1TxvcDFbPiVS-FAHj48dsMnwsls1m8PZo/view
นครปฐม,2,0,0,96412,96412,88517,2543,5352,87501,4178,4733,0,1uxiaiKqO4UDjeCUcn8RmFYYV8XFoY80P,17_kmSc5xFuI_ITM7hCyQlOYwFy1FB7Du,https://drive.google.com/file/d/1uxiaiKqO4UDjeCUcn8RmFYYV8XFoY80P/view,https://drive.google.com/file/d/17_kmSc5xFuI_ITM7hCyQlOYwFy1FB7Du/view
นครปฐม,3,0,0,91278,91278,83624,3137,4517,82640,4668,3970,0,1yDnIyptGZaNcCmVc4D35AxSFBjmYXF57,1JIM7_8xeyGmJfDlDfPovZWY_jG817FmD,https://drive.google.com/file/d/1yDnIyptGZaNcCmVc4D35AxSFBjmYXF57/view,https://drive.google.com/file/d/1JIM7_8xeyGmJfDlDfPovZWY_jG817FmD/view
นครปฐม,4,0,0,105127,105127,97930,3676,3521,96709,5067,3351,0,1mxgffucPuVzy0un7RN1s_jO5XatI0Vvc,1ivIXLVjTgD6AiWgylZS7lf1jzUgQPRb3,https://drive.google.com/file/d/1mxgffucPuVzy0un7RN1s_jO5XatI0Vvc/view,https://drive.google.com/file/d/1ivIXLVjTgD6AiWgylZS7lf1jzUgQPRb3/view
นครปฐม,5,0,0,107208,107208,99742,2927,4539,98825,4474,3909,0,1wBuFqYuxRvOuZFjsbV_EAIne8afm5d5T,1_rUV0cxMoAFDW_iOD3g6wgxLHdnW0tC8,https://drive.google.com/file/d/1wBuFqYuxRvOuZFjsbV_EAIne8afm5d5T/view,https://drive.google.com/file/d/1_rUV0cxMoAFDW_iOD3g6wgxLHdnW0tC8/view
นครปฐม,6,0,0,97368,97368,89774,2391,5203,91036,2904,3428,0,12EWUH1UoYTIqSHOwpqypz6gqgypG5TSg,1edFWLejArJQA1PKk_ukTFPUrBadcqdjT,https://drive.google.com/file/d/12EWUH1UoYTIqSHOwpqypz6gqgypG5TSg/view,https://drive.google.com/file/d/1edFWLejArJQA1PKk_ukTFPUrBadcqdjT/view
นครพนม,3,0,0,94066,94066,88863,2983,2220,88074,4106,1886,0,1c9ZE4822AqCc8uuu0k9YKz3cd3uhQXjv,1EvPknBEZtVGPGoOCyVqGwnuy9UD3jSlH,https://drive.google.com/file/d/1c9ZE4822AqCc8uuu0k9YKz3cd3uhQXjv/view,https://drive.google.com/file/d/1EvPknBEZtVGPGoOCyVqGwnuy9UD3jSlH/view
นครพนม,4,0,0,96215,96215,92181,2349,1685,90744,4001,1470,0,1VQ5lRThcfMGHU1zmKqFBODipcAAUJ8Ta,1eJpOeh07zyE0lAcRdTyMQRcRLLzPtPL1,https://drive.google.com/file/d/1VQ5lRThcfMGHU1zmKqFBODipcAAUJ8Ta/view,https://drive.google.com/file/d/1eJpOeh07zyE0lAcRdTyMQRcRLLzPtPL1/view
นครราชสีมา,1,0,0,90557,90557,80985,2325,7247,83542,2694,4321,0,15ZGFtRWsjCMd5zInmWlMBH6irip22Cpj,1N194FsykU8B2aO3OQlxq1SPyQd_ISMfi,https://drive.google.com/file/d/15ZGFtRWsjCMd5zInmWlMBH6irip22Cpj/view,https://drive.google.com/file/d/1N194FsykU8B2aO3OQlxq1SPyQd_ISMfi/view
นครราชสีมา,3,0,0,102530,102530,92622,3626,6282,93802,4294,4434,0,1twC5qDcxqJD1-jKRgvuPNOE4z72CNSQJ,1gmCNS-QmZ61IwAuTF3z3Wa3DsXN3_5En,https://drive.google.com/file/d/1twC5qDcxqJD1-jKRgvuPNOE4z72CNSQJ/view,https://drive.google.com/file/d/1gmCNS-QmZ61IwAuTF3z3Wa3DsXN3_5En/view
นครราชสีมา,4,0,0,93980,93980,84302,4030,5648,85195,4683,4102,0,1_r5LHSoaIHYNliWSKNLRaagWj0-Nsok0,11CPiXk5I-7dDEyeFCQ92DxwRMN5kgP4_,https://drive.google.com/file/d/1_r5LHSoaIHYNliWSKNLRaagWj0-Nsok0/view,https://drive.google.com/file/d/11CPiXk5I-7dDEyeFCQ92DxwRMN5kgP4_/view
นครราชสีมา,6,0,0,85762,85762,81811,2110,1841,79241,4838,1683,0,1D-oOnbmgRY8dbqhq3X1tUm5Mr7919-lg,1vdEI36JDfk5-TutXzrNil3pkk3d57Ho4,https://drive.google.com/file/d/1D-oOnbmgRY8dbqhq3X1tUm5Mr7919-lg/view,https://drive.google.com/file/d/1vdEI36JDfk5-TutXzrNil3pkk3d57Ho4/view
นครราชสีมา,7,0,0,81993,81993,76958,2717,2318,75590,4463,1940,0,1tpX1CiOz0-IBmoJ0hOU3hAZKmMtHHLY2,17ynt_WhCwnc5i-vi9pg4B6_kDa8hmLcB,https://drive.google.com/file/d/1tpX1CiOz0-IBmoJ0hOU3hAZKmMtHHLY2/view,https://drive.google.com/file/d/17ynt_WhCwnc5i-vi9pg4B6_kDa8hmLcB/view
นครราชสีมา,10,0,0,112031,112031,104308,4162,3561,101587,6762,3682,0,1jNUzIezyu3kvIqF08M0zw7TF9Fl3f8dH,1lUcGZjwlQ-1n3osX8Bq98g1spydLs_qE,https://drive.google.com/file/d/1jNUzIezyu3kvIqF08M0zw7TF9Fl3f8dH/view,https://drive.google.com/file/d/1lUcGZjwlQ-1n3osX8Bq98g1spydLs_qE/view
นครราชสีมา,11,0,0,93602,93602,85016,4060,4526,84866,5329,3407,0,1pIQZVdUXvZKiqXyZh1d3QTKXyRkuasjc,1GKeKNPDNhC3Ac0AVm6zrHoLFHrQ1VwQ1,https://drive.google.com/file/d/1pIQZVdUXvZKiqXyZh1d3QTKXyRkuasjc/view,https://drive.google.com/file/d/1GKeKNPDNhC3Ac0AVm6zrHoLFHrQ1VwQ1/view
นครราชสีมา,12,0,0,94858,94858,86006,4617,4235,85430,5872,3556,0,1FeBNUJeP079sxAsfXNmBLQZ-3ed7x8_E,1v2EICTE2g_rk0MaZLUaZbjNU7fxX69kF,https://drive.google.com/file/d/1FeBNUJeP079sxAsfXNmBLQZ-3ed7x8_E/view,https://drive.google.com/file/d/1v2EICTE2g_rk0MaZLUaZbjNU7fxX69kF/view
นครราชสีมา,13,0,0,78490,78490,66505,6631,5354,69798,5171,3521,0,1SFO8xaUkxrQPWEvAb4xieDOIM01nLEAm,1aqb4gW7J2F7hpIeDGqbcitGTlzMFJzD7,https://drive.google.com/file/d/1SFO8xaUkxrQPWEvAb4xieDOIM01nLEAm/view,https://drive.google.com/file/d/1aqb4gW7J2F7hpIeDGqbcitGTlzMFJzD7/view
นครราชสีมา,14,0,0,83594,83594,73189,4877,5528,75906,3781,3907,0,1wYOX4ZSpWAszq2dc7nZZMB2m6vVnR4Vc,1dIloQHIC2gRxInzTnqCz2H074gyJIVpz,https://drive.google.com/file/d/1wYOX4ZSpWAszq2dc7nZZMB2m6vVnR4Vc/view,https://drive.google.com/file/d/1dIloQHIC2gRxInzTnqCz2H074gyJIVpz/view
นครราชสีมา,16,0,0,89343,89343,83999,2993,2351,81924,5370,2049,0,1NzwSYAyAw6CwR9H2AsyavHm7ZAcwFOKh,12xOw9O32QZAoERfrMLvrKraJCmpF2rjP,https://drive.google.com/file/d/1NzwSYAyAw6CwR9H2AsyavHm7ZAcwFOKh/view,https://drive.google.com/file/d/12xOw9O32QZAoERfrMLvrKraJCmpF2rjP/view
นครศรีธรรมราช,1,0,0,99798,99798,91623,3036,5139,94145,3158,2495,0,1-RiKVU10Q1flpzkTVZNYQb2d7qVcDXK_,1ZtT2rXfS_SbVtNrVCK-5Sacv1yTa6esU,https://drive.google.com/file/d/1-RiKVU10Q1flpzkTVZNYQb2d7qVcDXK_/view,https://drive.google.com/file/d/1ZtT2rXfS_SbVtNrVCK-5Sacv1yTa6esU/view
นครศรีธรรมราช,2,0,0,100576,100576,91714,2927,5935,94553,3650,2373,,160PpjAVMsGt1s52robMo5aa7qduqOhGP,1xbe1V0XBJb0MbsemcV_6tErL1S9VKpI-,https://drive.google.com/file/d/160PpjAVMsGt1s52robMo5aa7qduqOhGP/view,https://drive.google.com/file/d/1xbe1V0XBJb0MbsemcV_6tErL1S9VKpI-/view
นครศรีธรรมราช,3,0,0,98207,98207,93045,2694,2468,93454,3526,1227,0,1DHM9lj2gC9uwDvIN33v2flrFpOwLwERK,1PhnT2OE5eS0sQwJg4IUGgJtZVx01--MI,https://drive.google.com/file/d/1DHM9lj2gC9uwDvIN33v2flrFpOwLwERK/view,https://drive.google.com/file/d/1PhnT2OE5eS0sQwJg4IUGgJtZVx01--MI/view
นครศรีธรรมราช,6,0,0,105027,105027,100028,2007,2992,100145,3249,1633,0,1KbHuzEWBLEtlzVt0MBLVgVTGp-GcETzz,1Xvdw1rY3g0Q2CFuHmvuTQlVvol0jD47Q,https://drive.google.com/file/d/1KbHuzEWBLEtlzVt0MBLVgVTGp-GcETzz/view,https://drive.google.com/file/d/1Xvdw1rY3g0Q2CFuHmvuTQlVvol0jD47Q/view
นครศรีธรรมราช,8,0,0,99928,99928,92847,2720,4361,94013,3782,2133,0,1Asq3nWbmU1ZqWOjJVKPnuIIx2_v0TH7v,1nckwSq4UtM-IS8gfmEyRiEt_xGcEO_t2,https://drive.google.com/file/d/1Asq3nWbmU1ZqWOjJVKPnuIIx2_v0TH7v/view,https://drive.google.com/file/d/1nckwSq4UtM-IS8gfmEyRiEt_xGcEO_t2/view
นครศรีธรรมราช,9,0,0,102098,102098,96071,2693,3334,97194,3255,1649,0,13_mKJmJ2x87ACjsxE9eq7368SUMQTfV6,1AuRaRLkkzikcI9AjDHrUfcbTit9x4QxD,https://drive.google.com/file/d/13_mKJmJ2x87ACjsxE9eq7368SUMQTfV6/view,https://drive.google.com/file/d/1AuRaRLkkzikcI9AjDHrUfcbTit9x4QxD/view
นครสวรรค์,1,0,0,99113,99113,90110,3488,5515,91547,3840,3726,0,1FXLw7eWBdeWjbA-eHaRfsasrmGYkUv_e,1F5gIKnootb5K7RpuPFmRL36N_Lg6dQBX,https://drive.google.com/file/d/1FXLw7eWBdeWjbA-eHaRfsasrmGYkUv_e/view,https://drive.google.com/file/d/1F5gIKnootb5K7RpuPFmRL36N_Lg6dQBX/view
นครสวรรค์,3,0,0,100028,100028,90997,4841,4190,90037,6512,3479,0,1hy0aZho3Rv-a9px7yCAtGixBZtaVRik7,1C1iTzQ3ujxxY5JTgY7V6nabPzWKKaQ_R,https://drive.google.com/file/d/1hy0aZho3Rv-a9px7yCAtGixBZtaVRik7/view,https://drive.google.com/file/d/1C1iTzQ3ujxxY5JTgY7V6nabPzWKKaQ_R/view
นครสวรรค์,5,0,0,94811,94811,87228,4280,3303,85271,6456,3084,0,1KSqn1EuT5q8_V6uv0HNH5iDAB0zJLA8h,1vifvpiF4lzLzS_kiWkYuYhZDQrqIy5wo,https://drive.google.com/file/d/1KSqn1EuT5q8_V6uv0HNH5iDAB0zJLA8h/view,https://drive.google.com/file/d/1vifvpiF4lzLzS_kiWkYuYhZDQrqIy5wo/view
นครสวรรค์,6,0,0,90286,90286,85258,3439,1589,81637,6832,1817,0,1qhWED0oyJfSinVEjH6suAHzDcEROYq9q,1487ZDm0vUn3rkEALvhKUvTHsIAStHHY-,https://drive.google.com/file/d/1qhWED0oyJfSinVEjH6suAHzDcEROYq9q/view,https://drive.google.com/file/d/1487ZDm0vUn3rkEALvhKUvTHsIAStHHY-/view
นนทบุรี,2,0,0,88604,88604,81123,1807,5674,83688,1809,3107,0,1myXUDrrf9kCSnt4RAoYyP8UJYjalqalX,1CT4jt3yzGH-ps-p1UfpWhu6W2bMsYEyF,https://drive.google.com/file/d/1myXUDrrf9kCSnt4RAoYyP8UJYjalqalX/view,https://drive.google.com/file/d/1CT4jt3yzGH-ps-p1UfpWhu6W2bMsYEyF/view
นนทบุรี,3,0,0,106780,106780,96521,2416,7843,100706,2231,3843,0,1UTdMPQ_1aUFOqo-4QgtQ2dUtxAypjbUO,1GeJeOFXCxU7a9ptjWupuCXce-Lw7hLes,https://drive.google.com/file/d/1UTdMPQ_1aUFOqo-4QgtQ2dUtxAypjbUO/view,https://drive.google.com/file/d/1GeJeOFXCxU7a9ptjWupuCXce-Lw7hLes/view
นนทบุรี,4,0,0,92680,92680,85203,2198,5279,88001,1706,2973,0,1OFVDpp7H4PdU_C6NZL8GWkHcCVi6yTYl,1Ho5KU26FoIy5HN3FD9LBlNogb_aSJulo,https://drive.google.com/file/d/1OFVDpp7H4PdU_C6NZL8GWkHcCVi6yTYl/view,https://drive.google.com/file/d/1Ho5KU26FoIy5HN3FD9LBlNogb_aSJulo/view
นนทบุรี,5,0,0,104631,104631,96107,2233,6291,98812,2432,3387,0,1kw3q6E6Jk_F_Lb4LGt_g3sjGCarIpsv1,1ah07LwgRVdnVzXfNvHuhtlfCBg6t9xIj,https://drive.google.com/file/d/1kw3q6E6Jk_F_Lb4LGt_g3sjGCarIpsv1/view,https://drive.google.com/file/d/1ah07LwgRVdnVzXfNvHuhtlfCBg6t9xIj/view
นนทบุรี,7,0,0,103313,103313,93993,2687,6633,96807,2544,3962,0,1XQZTpIeiR5vqh4E6_8TRK-Y5Pk0xhloc,1XmRm8lFq5axP9UriSmNS6QgtA7cNKbS-,https://drive.google.com/file/d/1XQZTpIeiR5vqh4E6_8TRK-Y5Pk0xhloc/view,https://drive.google.com/file/d/1XmRm8lFq5axP9UriSmNS6QgtA7cNKbS-/view
นนทบุรี,8,0,0,96509,96509,88860,2063,5586,90783,2555,3171,0,12pmuzMUzTZlf5-Nh4gogNTF9nfaSlDBe,1p7Y-9aOvmwUy2K5yqOuzU5jdDfXE9BLq,https://drive.google.com/file/d/12pmuzMUzTZlf5-Nh4gogNTF9nfaSlDBe/view,https://drive.google.com/file/d/1p7Y-9aOvmwUy2K5yqOuzU5jdDfXE9BLq/view
นราธิวาส,1,0,0,99498,99498,93825,2822,2851,91272,5929,2297,0,1HyYBgEaqev64kYG6G4GkkzEUZ_2IWHVS,1yuX5a6FM6TT8MPs-4pwertrkOeg8Awy2,https://drive.google.com/file/d/1HyYBgEaqev64kYG6G4GkkzEUZ_2IWHVS/view,https://drive.google.com/file/d/1yuX5a6FM6TT8MPs-4pwertrkOeg8Awy2/view
นราธิวาส,4,0,0,86855,86855,83440,2350,1065,81154,4674,1027,0,1ewicRg1h4Sxy1AWSF6t3hnz2LPua3cQd,1bFDFOxXNZqzPpamptHXPvfe5CqQiAXMs,https://drive.google.com/file/d/1ewicRg1h4Sxy1AWSF6t3hnz2LPua3cQd/view,https://drive.google.com/file/d/1bFDFOxXNZqzPpamptHXPvfe5CqQiAXMs/view
นราธิวาส,5,0,0,93603,93603,88775,3121,1707,86796,5493,1314,0,1WO1Wy9dRf7E4u0GfyA9bLvlD5fFlb71Y,1TPUak_5csv16xvnAituMT2PG4dNnrAla,https://drive.google.com/file/d/1WO1Wy9dRf7E4u0GfyA9bLvlD5fFlb71Y/view,https://drive.google.com/file/d/1TPUak_5csv16xvnAituMT2PG4dNnrAla/view
บึงกาฬ,1,0,0,74245,74245,69624,2929,1692,69694,3156,1395,0,14oBucoxPb0qVLwU9ufGe7h1sIQwXqjRd,1Y8sf1IElwLma7aYyUCXLW4ySEMreyymu,https://drive.google.com/file/d/14oBucoxPb0qVLwU9ufGe7h1sIQwXqjRd/view,https://drive.google.com/file/d/1Y8sf1IElwLma7aYyUCXLW4ySEMreyymu/view
บึงกาฬ,3,0,0,76221,76221,70033,3741,2447,71066,3410,1745,0,1VzpODNa7IjE6eDVMtTKidQep3biv-LHB,1i_b4llo3FYE0Auzv3Coiqgiht7-4eSJK,https://drive.google.com/file/d/1VzpODNa7IjE6eDVMtTKidQep3biv-LHB/view,https://drive.google.com/file/d/1i_b4llo3FYE0Auzv3Coiqgiht7-4eSJK/view
บุรีรัมย์,2,0,0,81656,81656,75055,3585,3016,75773,4324,1559,,1XNFjQLyFDZ9vYpHbco961RUfug60l2O9,17raCd0RzvE7GFE9Kah2sDQWfaZ9sWX0i,https://drive.google.com/file/d/1XNFjQLyFDZ9vYpHbco961RUfug60l2O9/view,https://drive.google.com/file/d/17raCd0RzvE7GFE9Kah2sDQWfaZ9sWX0i/view
บุรีรัมย์,3,0,0,77430,77430,72175,3521,1734,72834,3622,974,,1p6sMMfwzDg40BHVrzlBf0-XONxLm2DyP,12Kk-pYjHfGoQF1_0nkHtKS5uASWyRTcx,https://drive.google.com/file/d/1p6sMMfwzDg40BHVrzlBf0-XONxLm2DyP/view,https://drive.google.com/file/d/12Kk-pYjHfGoQF1_0nkHtKS5uASWyRTcx/view
บุรีรัมย์,4,0,0,74514,74514,69445,3181,1888,69590,3723,1201,,13AR6YYI8H455K5iek6vnxUDU5l-VqPeV,1Q91KNMpQbF3Yd9a90UGLxWqotrkmO5BJ,https://drive.google.com/file/d/13AR6YYI8H455K5iek6vnxUDU5l-VqPeV/view,https://drive.google.com/file/d/1Q91KNMpQbF3Yd9a90UGLxWqotrkmO5BJ/view
บุรีรัมย์,5,0,0,82315,82315,76650,3044,2621,76953,3841,1521,,1aALjOI_Izfcwr6x45K3_1w3ZYXE2pIJ4,1Dm3wEbRQhrQ0UfIl5L9O8s06TsHsTsPX,https://drive.google.com/file/d/1aALjOI_Izfcwr6x45K3_1w3ZYXE2pIJ4/view,https://drive.google.com/file/d/1Dm3wEbRQhrQ0UfIl5L9O8s06TsHsTsPX/view
บุรีรัมย์,6,0,0,79738,79738,73608,3020,3110,74605,3578,1555,,1SjZ7A--v_7zwNNbFQTHUnrYeFPNhyCLN,14-GW4-aAV4-pil7MvT2MIei4OxI2xUqc,https://drive.google.com/file/d/1SjZ7A--v_7zwNNbFQTHUnrYeFPNhyCLN/view,https://drive.google.com/file/d/14-GW4-aAV4-pil7MvT2MIei4OxI2xUqc/view
บุรีรัมย์,7,0,0,80097,80097,74537,3080,2480,74639,3961,1497,,1EPama8IyI5z4qJgbAWgK8HH2aTF1o_LO,14k8HNVhR8NQR__ZnqKQVDDD2ArERTIoD,https://drive.google.com/file/d/1EPama8IyI5z4qJgbAWgK8HH2aTF1o_LO/view,https://drive.google.com/file/d/14k8HNVhR8NQR__ZnqKQVDDD2ArERTIoD/view
บุรีรัมย์,10,0,0,74757,74757,69176,3075,2506,69607,3791,1359,,1brg1wX75_DM6pbH8n-0inFOYQx1CNsj8,1SOjcUbbsRoaTnE3nZy3guCDeOr42f0Ou,https://drive.google.com/file/d/1brg1wX75_DM6pbH8n-0inFOYQx1CNsj8/view,https://drive.google.com/file/d/1SOjcUbbsRoaTnE3nZy3guCDeOr42f0Ou/view
ปทุมธานี,1,0,0,102636,102636,95201,2882,4553,95730,3358,3548,0,1KpA6SFhZiSAEHsm8o7t0Rxkspau6vQ0F,1x6OLPl6XWbe-5YuZTBUV0cvub7Mpx2_G,https://drive.google.com/file/d/1KpA6SFhZiSAEHsm8o7t0Rxkspau6vQ0F/view,https://drive.google.com/file/d/1x6OLPl6XWbe-5YuZTBUV0cvub7Mpx2_G/view
ปทุมธานี,2,0,0,102812,102812,97032,2027,3753,96562,3225,3025,0,1PuITLuq5ofu5yCvgvnR6KTyzjKTB2HBu,14-4z4Dc9kLgJ2sehT1Msv74gjj7Bnxml,https://drive.google.com/file/d/1PuITLuq5ofu5yCvgvnR6KTyzjKTB2HBu/view,https://drive.google.com/file/d/14-4z4Dc9kLgJ2sehT1Msv74gjj7Bnxml/view
ปทุมธานี,3,0,0,93799,93799,84153,2942,6704,88780,1840,3179,0,1fmWDsYZnzXTmKycylSntWVEOiBNf1ED4,1j1D6l7OS5yCdihytN-KJ8TMd8hchb80a,https://drive.google.com/file/d/1fmWDsYZnzXTmKycylSntWVEOiBNf1ED4/view,https://drive.google.com/file/d/1j1D6l7OS5yCdihytN-KJ8TMd8hchb80a/view
ปทุมธานี,5,0,0,89639,89639,82519,1715,5405,85017,1838,2784,0,1pg72LwM4HlAml2dRTNTB4K2yASF4lnBo,1QzfcDKsF3Y9r2VLongosEViRaBNaGUMX,https://drive.google.com/file/d/1pg72LwM4HlAml2dRTNTB4K2yASF4lnBo/view,https://drive.google.com/file/d/1QzfcDKsF3Y9r2VLongosEViRaBNaGUMX/view
ปทุมธานี,7,0,0,92139,92139,86075,2194,3870,86555,2885,2699,0,1p-8IlTlniZm7OvThSA0Im-pUppR-3AEv,1kpr9D-A6uOYBNuEO5aoWTRWPlGXyZvYU,https://drive.google.com/file/d/1p-8IlTlniZm7OvThSA0Im-pUppR-3AEv/view,https://drive.google.com/file/d/1kpr9D-A6uOYBNuEO5aoWTRWPlGXyZvYU/view
ปทุมธานี,8,0,0,92701,92701,85346,3525,3830,86370,3575,2756,0,18PzDR_JEhyWuy9k7NEnzGJ7cjwIWaTo9,10lhvvdub9PZ20kPCZTvobgf3lmzOkKI5,https://drive.google.com/file/d/18PzDR_JEhyWuy9k7NEnzGJ7cjwIWaTo9/view,https://drive.google.com/file/d/10lhvvdub9PZ20kPCZTvobgf3lmzOkKI5/view
ประจวบคีรีขันธ์,3,0,0,103420,103420,98409,2641,2370,96330,4931,2159,0,1tgSNjiU7m3QfYp0dyslPKIkpzjbTZvgU,1y51focqsuXU2I_FLFYAEr00YBZn06eis,https://drive.google.com/file/d/1tgSNjiU7m3QfYp0dyslPKIkpzjbTZvgU/view,https://drive.google.com/file/d/1y51focqsuXU2I_FLFYAEr00YBZn06eis/view
ปราจีนบุรี,1,0,0,94811,94811,82923,3687,8201,84899,4566,5346,0,1NQmmnLfjNIBIzjud_8oiHD0vRcpqiD8I,1TAXGRGeK1vt5KXaiUbzwaxxkin1nPHuH,https://drive.google.com/file/d/1NQmmnLfjNIBIzjud_8oiHD0vRcpqiD8I/view,https://drive.google.com/file/d/1TAXGRGeK1vt5KXaiUbzwaxxkin1nPHuH/view
ปัตตานี,2,0,0,81515,81515,75926,2861,2728,75538,4321,1656,0,1oNDN07U5JRnanJkf3rh7hXAqLUqJpF_c,1gpZ3Cr_r6LR_LyapXIZO2EPou774f4RF,https://drive.google.com/file/d/1oNDN07U5JRnanJkf3rh7hXAqLUqJpF_c/view,https://drive.google.com/file/d/1gpZ3Cr_r6LR_LyapXIZO2EPou774f4RF/view
ปัตตานี,3,0,0,70192,70192,65804,2632,1756,65313,3721,1158,0,1XX9FA-IJvgohuY8COl7EPbfH-PDknxOF,1CtqsjgpZ4lNgP7ncszLiwfKg9AG8ZOIk,https://drive.google.com/file/d/1XX9FA-IJvgohuY8COl7EPbfH-PDknxOF/view,https://drive.google.com/file/d/1CtqsjgpZ4lNgP7ncszLiwfKg9AG8ZOIk/view
ปัตตานี,5,0,0,78514,78514,73268,3279,1967,72841,4443,1230,0,1jl2qrLDiCa43KR2-GsyIxiPtk87kUz1A,1zuvmiY5118pGsq8AFL9SgNiOkyBku2w0,https://drive.google.com/file/d/1jl2qrLDiCa43KR2-GsyIxiPtk87kUz1A/view,https://drive.google.com/file/d/1zuvmiY5118pGsq8AFL9SgNiOkyBku2w0/view
