province,district_number,form_type,drive_id,drive_url,valid_votes,invalid_votes,blank_votes,total_votes,votes_json,updated_by,update_reason
กรุงเทพมหานคร,30,constituency,1rUXXCcT-JT84VYb6OjO89_GBPs6srGEB,https://drive.google.com/file/d/1rUXXCcT-JT84VYb6OjO89_GBPs6srGEB/view,92533,,,,"{""1"": 456, ""2"": 11593, ""3"": 441, ""4"": 2513, ""5"": 1072, ""6"": 630, ""7"": 388, ""8"": 285, ""9"": 2341, ""10"": 14293, ""11"": 1271, ""12"": 8033, ""13"": 334, ""14"": 389, ""15"": 45992, ""16"": 417, ""17"": 687, ""18"": 1258, ""19"": 140}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,31,constituency,1-FFUjiScNltaO9ur5Cf7ZVNBC6AuzR2K,https://drive.google.com/file/d/1-FFUjiScNltaO9ur5Cf7ZVNBC6AuzR2K/view,98491,,,,"{""1"": 605, ""2"": 15126, ""3"": 727, ""4"": 387, ""5"": 702, ""6"": 14455, ""7"": 966, ""8"": 1888, ""9"": 2889, ""10"": 485, ""11"": 1147, ""12"": 44722, ""13"": 13012, ""14"": 561, ""15"": 384, ""16"": 435}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,32,constituency,1Oc6RvuUPxGsSHtjvpn5opoiaEkVMOWET,https://drive.google.com/file/d/1Oc6RvuUPxGsSHtjvpn5opoiaEkVMOWET/view,85631,2233,6053,,"{""1"": 13302, ""2"": 10257, ""3"": 3024, ""4"": 775, ""5"": 497, ""6"": 873, ""7"": 897, ""8"": 700, ""9"": 1429, ""10"": 681, ""11"": 435, ""12"": 559, ""13"": 351, ""14"": 11573, ""15"": 39727, ""16"": 551}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กรุงเทพมหานคร,33,constituency,1KTQwfCYT6bpqVPd0KkccjtexXf0PnAAI,https://drive.google.com/file/d/1KTQwfCYT6bpqVPd0KkccjtexXf0PnAAI/view,94416,2142,6070,,"{""1"": 7451, ""2"": 1541, ""3"": 768, ""4"": 404, ""5"": 288, ""6"": 2260, ""7"": 605, ""8"": 16359, ""9"": 1506, ""10"": 15046, ""11"": 44860, ""12"": 626, ""13"": 2503, ""14"": 199}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาญจนบุรี,1,constituency,1bU_V2e4i9AbSEKCe4zI1yLbMvvE6akey,https://drive.google.com/file/d/1bU_V2e4i9AbSEKCe4zI1yLbMvvE6akey/view,85850,3815,6899,,"{""1"": 9864, ""2"": 976, ""3"": 515, ""4"": 2829, ""5"": 38572, ""6"": 26849, ""7"": 1696, ""8"": 3002, ""9"": 1241, ""10"": 306}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาญจนบุรี,2,constituency,1swApPWHOLi0VxCh_d0bQ7pwnIN79xDV6,https://drive.google.com/file/d/1swApPWHOLi0VxCh_d0bQ7pwnIN79xDV6/view,97680,2899,3157,,"{""1"": 1885, ""2"": 39327, ""3"": 1579, ""4"": 27028, ""5"": 8352, ""6"": 17797, ""7"": 977, ""8"": 299, ""9"": 436}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาญจนบุรี,3,constituency,15OKzVH_AbuDuJ-ObFxu_V1w7xAGKPY3G,https://drive.google.com/file/d/15OKzVH_AbuDuJ-ObFxu_V1w7xAGKPY3G/view,107950,3604,2404,,"{""1"": 821, ""2"": 14303, ""3"": 509, ""4"": 40278, ""5"": 50759, ""6"": 1280}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาญจนบุรี,4,constituency,1dw2JDU-eVt8_4NvbH3qpTOlY90oWNsgV,https://drive.google.com/file/d/1dw2JDU-eVt8_4NvbH3qpTOlY90oWNsgV/view,82897,,,,"{""1"": 52505, ""2"": 9877, ""3"": 581, ""4"": 16545, ""5"": 2291, ""6"": 700, ""7"": 398}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาญจนบุรี,5,constituency,15BcN6nm4R5E2beE5QxzweMxEwRuWhKAx,https://drive.google.com/file/d/15BcN6nm4R5E2beE5QxzweMxEwRuWhKAx/view,82962,4176,1914,,"{""1"": 13925, ""2"": 39023, ""3"": 27305, ""4"": 800, ""5"": 773, ""6"": 423, ""7"": 713}",policy_take_killernay,user_policy_take_killernay_unless_invalid
กาฬสินธุ์,1,constituency,1zyrX9yI2WDi4GVmDKDN_1krGBRIeIugv,https://drive.google.com/file/d/1zyrX9yI2WDi4GVmDKDN_1krGBRIeIugv/view,83744,2808,3585,,"{""1"": 21477, ""2"": 700, ""3"": 1045, ""4"": 554, ""5"": 3616, ""6"": 35888, ""7"": 16870, ""8"": 1513, ""9"": 1438, ""10"": 181, ""11"": 462}",codex,cdp_gemini_recheck_pm1_2026-02-25
